name,constellation,RA_deg,Dec_deg,magnitude,Distance_ly
* gam02 Sgr,Sagittarius,271.45203333333325,-30.424089722222224,2.990000009536743,30.988822331784924
* lam Sgr,Sagittarius,276.9926695833333,-25.421698333333335,2.809999942779541,23.29926980088444
* mu.01 Sco,Scorpius,252.96761791666663,-38.047399444444444,2.9800000190734863,533.8458253256459
* lam Sco,Scorpius,263.4021670833333,-37.10382333333334,1.6299999952316284,175.13134851138355
* kap Sco,Scorpius,265.62197999999995,-39.029983055555554,2.385999917984009,148.14814814814815
* bet01 Sco,Scorpius,241.3592995833333,-19.805452777777777,2.619999885559082,123.91573729863693
* eps Sco,Scorpius,252.54087833333327,-34.293231388888884,2.2899999618530273,19.535065442469232
* rho Sco,Scorpius,239.22115499999995,-29.214074166666666,3.859999895095825,136.57843699636703
* del Sco,Scorpius,240.08335499999995,-22.62170638888889,2.319999933242798,150.60240963855424
* eta Sco,Scorpius,258.0383083333333,-43.23918944444445,3.3299999237060547,22.436062829950348
* tet Sco,Scorpius,264.3297075,-42.99782777777778,1.850000023841858,92.08103130755065
* alf Sco,Scorpius,247.35191541666666,-26.432002500000003,0.9100000262260437,169.77928692699493
* iot01 Sco,Scorpius,266.89616416666667,-40.12699722222222,2.992000102996826,705.3678493334274
* ups Sco,Scorpius,262.69098791666664,-37.29581333333333,2.6500000953674316,176.67844522968198
* sig Sco,Scorpius,245.29714875,-25.592791944444443,2.890000104904175,213.67521367521368
* G Sco,Scorpius,267.4645033333333,-37.04327611111111,3.2100000381469727,40.430177084175625
* nu. Sco,Scorpius,242.99889833333333,-19.460704444444445,4.0,145.34883720930233
* tau Sco,Scorpius,248.9706366666666,-28.216016944444444,2.809999942779541,145.34883720930233
* pi. Sco,Scorpius,239.71297166666665,-26.11410777777778,2.9100000858306885,179.53321364452424
* zet02 Sco,Scorpius,253.6458541666666,-42.361315833333336,3.619999885559082,41.262125907251
* gam Scl,Sculptor,349.7059895833333,-32.532021666666665,4.406000137329102,57.83388950257071
* del Scl,Sculptor,357.23144249999996,-28.13027111111111,4.570000171661377,43.9954948613262
* bet Scl,Sculptor,353.24275291666663,-37.818284722222224,4.369999885559082,56.161790887187806
* alf Scl,Sculptor,14.651496666666665,-29.357453333333336,4.269999980926514,216.33783316026307
* alf Sct,Scutum,278.8017795833333,-8.244070277777777,3.8299999237060547,56.51250056512501
* gam Sct,Scutum,277.2993770833333,-14.565802777777778,4.675000190734863,96.50553459240888
* del Sct,Scutum,280.568445,-9.052552222222223,4.710000038146973,61.76690405746792
* bet Sct,Scutum,281.79364250000003,-4.747872777777778,4.21999979019165,205.97746606521247
* bet Ser,Serpens,236.54689625,15.421819166666666,3.6700000762939453,46.312591467368144
* kap Ser,Serpens,237.184905,18.14156472222222,4.090000152587891,117.328202179958
* tet01 Ser,Serpens,284.05494624999994,4.203606111111111,4.570000171661377,41.20381052839767
* alf Ser,Serpens,236.06697541666662,6.42563,2.630000114440918,22.755717373990215
* ksi Ser,Serpens,264.3966654166666,-15.398555555555555,3.5190000534057617,30.41103555658277
* eta Ser,Serpens,275.32750166666665,-2.8988277777777776,3.25,19.068939938559875
* gam Ser,Serpens,239.1132608333333,15.661613611111111,3.8399999141693115,11.165113041186986
* eps Ser,Serpens,237.70402166666665,4.477730833333333,3.693000078201294,22.060786290544964
* iot Ser,Serpens,235.38772749999998,19.67039916666667,4.505000114440918,58.27505827505828
* del Ser,Serpens,233.70061499999997,10.538867777777778,NaN,69.93006993006993
* mu. Ser,Serpens,237.40502874999999,-3.4302041666666665,3.5299999713897705,52.002080083203325
* del Sex,Sextans,157.36959499999998,-2.7390755555555555,5.179999828338623,106.20220900594732
* bet Sex,Sextans,157.57283416666664,-0.6370316666666667,5.099999904632568,112.48720458047896
* alf Sex,Sextans,151.98451541666665,-0.3716702777777777,4.489999771118164,130.57898722937506
* gam Sex,Sextans,148.12682166666667,-8.105034999999999,NaN,85.1063829787234
* del Tau,Taurus,65.73372958333331,17.54251361111111,3.759999990463257,49.23876863687393
* alf Tau,Taurus,68.98016249999999,16.50930222222222,0.8600000143051147,20.43318348998774
* tet02 Tau,Taurus,67.16559,15.870874444444445,3.4100000858306885,45.845272206303726
* omi Tau,Taurus,51.20332624999999,9.028869444444446,3.5999999046325684,66.31827466376635
*  10 Tau,Taurus,54.21826541666666,0.4016644444444445,4.300000190734863,13.920403134874785
* nu. Tau,Taurus,60.789079583333326,5.989300555555555,3.882999897003174,37.83679476944149
* eps Tau,Taurus,67.1541675,19.180434166666668,3.5299999713897705,44.71192109240165
* zet Tau,Taurus,84.41118916666666,21.142543888888888,3.0299999713897705,136.4256480218281
* ksi Tau,Taurus,51.79225208333333,9.732741944444445,3.75,59.554295651345335
* gam Tau,Taurus,64.94834958333333,15.627641944444445,3.6500000953674316,46.15846200004616
* lam Tau,Taurus,60.17006958333332,12.490344166666667,3.4100000858306885,124.38275060014678
* alf Tel,Telescopium,276.7434016666666,-45.9684575,3.4630000591278076,85.69274011105779
* zet Tel,Telescopium,277.2077470833333,-49.07058805555556,4.110000133514404,37.45542804063165
* eps Tel,Telescopium,272.8073383333333,-45.95441166666667,4.507999897003174,124.37037497668055
* gam TrA,Triangulum Australe,229.72742166666666,-68.67954666666667,2.890000104904175,58.204168582553876
* bet TrA,Triangulum Australe,238.78567499999994,-63.430726388888885,2.8499999046325684,12.424613656638346
* alf TrA,Triangulum Australe,252.16622916666665,-69.02771166666666,1.8799999952316284,119.76047904191617
* bet Tri,Triangulum,32.385946249999996,34.987296944444445,3.0,38.895371450797356
* gam Tri,Triangulum,34.32861333333333,33.84719666666667,4.0,35.740452831537375
* alf Tri,Triangulum,28.270439166666662,29.57881861111111,3.4200000762939453,19.48140499892852
* zet Tuc,Tucana,5.017744166666666,-64.8747936111111,4.230000019073486,8.607140828316805
* alf Tuc,Tucana,334.6254683333333,-60.25962944444444,2.819999933242798,56.39394554600619
* eps Tuc,Tucana,359.97907125,-65.57713249999999,4.46999979019165,108.87079214388363
* gam Tuc,Tucana,349.3573183333333,-58.23570111111111,3.9800000190734863,22.685613691221572
* del Tuc,Tucana,336.8331791666666,-64.96636000000001,4.489999771118164,86.22399268820543
* bet01 Tuc,Tucana,7.886116666666667,-62.958217222222224,4.289000034332275,43.785904441642145
* kap UMa,Ursa Major,135.906365,47.15652472222222,3.549999952316284,109.8901098901099
* ksi UMa,Ursa Major,169.54554916666666,31.52928888888889,3.7899999618530273,NaN
* gam UMa,Ursa Major,178.4576970833333,53.694759722222216,2.440000057220459,25.50369803621525
* h UMa,Ursa Major,142.88211666666666,63.061859722222216,3.6700000762939453,23.75838671050881
* tet UMa,Ursa Major,143.21429541666666,51.67731472222222,3.180000066757202,13.544923091926684
* mu. UMa,Ursa Major,155.5821983333333,41.499538055555554,3.049999952316284,56.18387859787512
* nu. UMa,Ursa Major,169.61973833333332,33.09430583333334,3.490000009536743,125.27717575134986
* eps UMa,Ursa Major,193.50728958333332,55.95982277777778,1.7699999809265137,25.31004808909137
* omi UMa,Ursa Major,127.56612541666664,60.71816805555556,3.4200000762939453,55.761563554242066
* chi UMa,Ursa Major,176.51255833333332,47.779404166666666,3.7200000286102295,60.833911255490264
* eta UMa,Ursa Major,206.8851570833333,49.313266666666664,1.8600000143051147,31.86743148502231
* bet UMa,Ursa Major,165.46033208333333,56.38243361111111,2.369999885559082,25.904655325608566
* iot UMa,Ursa Major,134.80189,48.04182611111111,3.140000104904175,14.509576320371444
* lam UMa,Ursa Major,154.27408,42.91441361111111,3.450000047683716,69.15916289749228
* zet01 UMa,Ursa Major,200.9814258333333,54.92535972222222,2.2200000286102295,24.86739461819846
* psi UMa,Ursa Major,167.4158675,44.4984875,3.009999990463257,43.052972377212924
* ups UMa,Ursa Major,147.747325,59.03873361111111,3.809999942779541,35.23819256262708
* alf UMa,Ursa Major,165.93196458333333,61.75103444444444,1.7899999618530273,37.67897513187641
* del UMa,Ursa Major,183.85649916666665,57.03261694444444,3.319999933242798,24.796728815534657
* del UMi,Ursa Minor,263.05415916666664,86.58645944444444,4.335999965667725,55.92778604266172
* alf UMi,Ursa Minor,37.95456041666666,89.26410888888888,2.0199999809265137,132.6259946949602
* eta UMi,Ursa Minor,244.37612583333333,75.75534305555556,NaN,29.9230976390676
* bet UMi,Ursa Minor,222.6763575,74.1555038888889,2.0799999237060547,40.14452027298274
* zet UMi,Ursa Minor,236.01466041666663,77.79449305555555,4.27400016784668,110.09941977605777
* gam UMi,Ursa Minor,230.18209791666663,71.83402527777777,3.002000093460083,151.6093330705438
* eps UMi,Ursa Minor,251.49268166666664,82.03725805555555,4.211999893188477,101.3818344029117
* phi Vel,Vela,149.21558666666664,-54.56778805555556,3.450000047683716,525.4860746190226
* psi Vel,Vela,142.67499791666663,-40.46673916666667,3.5999999046325684,18.814675446848543
* q Vel,Vela,153.68398166666665,-42.12194111111111,3.8499999046325684,31.608659508358908
* mu. Vel,Vela,161.69239583333334,-49.42025972222222,2.690000057220459,34.422696949460594
* lam Vel,Vela,136.99899083333332,-43.43259083333333,2.2100000381469727,166.9449081803005
* kap Vel,Vela,140.52840666666665,-55.010666944444445,2.4730000495910645,175.43859649122805
* 109 Vir,Virgo,221.56218083333331,1.8928836111111111,3.7300000190734863,41.183786766825634
* tau Vir,Virgo,210.4116395833333,1.5445305555555555,4.236999988555908,69.52604097864855
* zet Vir,Virgo,203.6732970833333,-0.5958163888888889,3.380000114440918,22.858867068830335
* tet Vir,Virgo,197.48745375,-5.539003888888889,4.396999835968018,89.41824489868912
* omi Vir,Virgo,181.30221583333332,8.733018333333334,4.119999885559082,51.298887840111625
* bet Vir,Virgo,177.67382708333332,1.7647225,3.5999999046325684,11.001765783408239
* eps Vir,Virgo,195.54415416666663,10.959148611111111,2.7899999618530273,33.100526298368145
* del Vir,Virgo,193.90086916666664,3.3974688888888886,3.380000114440918,57.44980323442392
* alf Vir,Virgo,201.2982470833333,-11.161319444444445,0.9700000286102295,76.5696784073507
* mu. Vir,Virgo,220.7650995833333,-5.6582011111111115,3.880000114440918,19.163879919128426
* nu. Vir,Virgo,176.46483124999997,6.529374444444445,4.039999961853027,101.57853036182273
* gam Vir,Virgo,190.41511749999998,-1.449403888888889,2.740000009536743,12.02016984499991
* iot Vir,Virgo,214.0036175,-6.000546944444444,4.079999923706055,22.025752509834497
* eta Vir,Virgo,184.97642624999997,-0.666796111111111,3.9000000953674316,75.93475685690855
* del Vol,Volans,109.20759124999998,-67.9571525,3.990000009536743,210.42885400446107
* alf Vol,Volans,135.61164999999997,-66.39607444444445,3.990000009536743,38.5032997327871
* eps Vol,Volans,121.98247666666667,-68.61706444444444,4.3979997634887695,197.64017629503724
* gam02 Vol,Volans,107.18693999999999,-70.49893027777777,3.746000051498413,40.85384536819528
* bet Vol,Volans,126.43414583333332,-66.13688777777779,3.759000062942505,33.098554255150134
* alf Vul,Vulpecula,292.1763745833333,24.664905833333332,4.449999809265137,89.09638446871826
*  13 Vul A,Vulpecula,298.36539874999994,24.079613333333334,4.639999866485596,103.79689024516826
